vin_prefix,year,make,model
1C3LC45_9,2009,Chrysler,Sebring
1C3LC46_9,2009,Chrysler,Sebring
1C3BC5E_A,2010,Chrysler,Sebring
1C3CC4F_A,2010,Chrysler,Sebring
1C4GP64_W,1998,Chrysler,Town & Country
1C4GP54_X,1999,Chrysler,Town & Country
1C4GP64_Y,2000,Chrysler,Town & Country
2C4GP44_2,2002,Chrysler,Town & Country
2C4GP54_2,2002,Chrysler,Town & Country
2C8GP64_2,2002,Chrysler,Town & Country
2C4GP54_5,2005,Chrysler,Town & Country
2C8GP54_5,2005,Chrysler,Town & Country
2C8GP64_5,2005,Chrysler,Town & Country
2A4GP54_6,2006,Chrysler,Town & Country
2A8GP64_6,2006,Chrysler,Town & Country
2A8GP54_7,2007,Chrysler,Town & Country
2A8GP64_7,2007,Chrysler,Town & Country
2A8HR44_8,2008,Chrysler,Town & Country
2A8HR44_9,2009,Chrysler,Town & Country
2A8HR54_9,2009,Chrysler,Town & Country
2A4RR4D_A,2010,Chrysler,Town & Country
2A4RR5D_A,2010,Chrysler,Town & Country
2A4RR8D_A,2010,Chrysler,Town & Country
2A4RR8D_B,2011,Chrysler,Town & Country
2C4RC1C_C,2012,Chrysler,Town & Country
2C4RC1B_D,2013,Chrysler,Town & Country
2C4RC1C_D,2013,Chrysler,Town & Country
2C4RC1B_E,2014,Chrysler,Town & Country
2C4RC1G_E,2014,Chrysler,Town & Country
2C4RC1B_F,2015,Chrysler,Town & Country
2C4RC1B_G,2016,Chrysler,Town & Country
1B3LC46_8,2008,Dodge,Avenger
1B3LC56_8,2008,Dodge,Avenger
1B3LC76_8,2008,Dodge,Avenger
1B3LC46_9,2009,Dodge,Avenger
1B3LC56_9,2009,Dodge,Avenger
1B3CC4F_A,2010,Dodge,Avenger
1B3BD4F_B,2011,Dodge,Avenger
1C3CDZA_C,2012,Dodge,Avenger
1C3CDZA_D,2013,Dodge,Avenger
1C3CDZC_D,2013,Dodge,Avenger
1C3CDZA_E,2014,Dodge,Avenger
1B3HB28_7,2007,Dodge,Caliber
1B3HB48_7,2007,Dodge,Caliber
1B3HE78_7,2007,Dodge,Caliber
1B3HB48_8,2008,Dodge,Caliber
1B3HB78_8,2008,Dodge,Caliber
1B3CB4H_A,2010,Dodge,Caliber
1B3CB3H_B,2011,Dodge,Caliber
1D4GP25_3,2003,Dodge,Caravan
1D4GP45_4,2004,Dodge,Caravan
1D4GP25_5,2005,Dodge,Caravan
1D4GP25_7,2007,Dodge,Caravan
1D8GP45_7,2007,Dodge,Caravan
2B3LJ44_9,2009,Dodge,Challenger
2B3CJ4D_A,2010,Dodge,Challenger
2B3CJ5D_A,2010,Dodge,Challenger
2B3CJ7D_A,2010,Dodge,Challenger
2B3CJ4D_B,2011,Dodge,Challenger
2B3CJ5D_B,2011,Dodge,Challenger
2C3CDYB_C,2012,Dodge,Challenger
2C3CDYA_D,2013,Dodge,Challenger
2C3CDYA_E,2014,Dodge,Challenger
2C3CDYB_E,2014,Dodge,Challenger
2C3CDYC_E,2014,Dodge,Challenger
2C3CDZA_F,2015,Dodge,Challenger
2C3CDZB_F,2015,Dodge,Challenger
2C3CDZA_G,2016,Dodge,Challenger
2C3CDZB_G,2016,Dodge,Challenger
2B3KA43_6,2006,Dodge,Charger
2B3KA53_6,2006,Dodge,Charger
2B3LA53_6,2006,Dodge,Charger
2B3LA73_6,2006,Dodge,Charger
2B3KA43_7,2007,Dodge,Charger
2B3KA53_7,2007,Dodge,Charger
2B3LA43_7,2007,Dodge,Charger
2B3KA33_8,2008,Dodge,Charger
2B3KA43_8,2008,Dodge,Charger
2B3LA53_8,2008,Dodge,Charger
2B3LK53_8,2008,Dodge,Charger
2B3KA33_9,2009,Dodge,Charger
2B3KA53_9,2009,Dodge,Charger
2B3AA4C_A,2010,Dodge,Charger
2B3CA3C_A,2010,Dodge,Charger
2B3CA4C_A,2010,Dodge,Charger
2B3CA5C_A,2010,Dodge,Charger
2B3CA8C_A,2010,Dodge,Charger
2B3CA9C_A,2010,Dodge,Charger
2B3CL3C_B,2011,Dodge,Charger
2B3CL5C_B,2011,Dodge,Charger
2C3CDXA_C,2012,Dodge,Charger
2C3CDXB_C,2012,Dodge,Charger
2C3CDXH_C,2012,Dodge,Charger
2C3CDXC_D,2013,Dodge,Charger
2C3CDXF_D,2013,Dodge,Charger
2C3CDXH_D,2013,Dodge,Charger
2C3CDXB_E,2014,Dodge,Charger
2C3CDXC_E,2014,Dodge,Charger
2C3CDXH_E,2014,Dodge,Charger
2C3CDXB_F,2015,Dodge,Charger
2C3CDXF_F,2015,Dodge,Charger
2C3CDXL_F,2015,Dodge,Charger
2C3CDXB_G,2016,Dodge,Charger
2C3CDXC_G,2016,Dodge,Charger
1B7GG22_W,1998,Dodge,Dakota
1B7GG22_X,1999,Dodge,Dakota
1B7FL26_1,2001,Dodge,Dakota
1B7HL2A_1,2001,Dodge,Dakota
1B7GG42_2,2002,Dodge,Dakota
1B7GL12_2,2002,Dodge,Dakota
1B7HG48_2,2002,Dodge,Dakota
1D7HL38_3,2003,Dodge,Dakota
1D7HL42_3,2003,Dodge,Dakota
1D7GL42_4,2004,Dodge,Dakota
1D7HL48_4,2004,Dodge,Dakota
1D3HW58_5,2005,Dodge,Dakota
1D7HE22_5,2005,Dodge,Dakota
1D7HE28_5,2005,Dodge,Dakota
1D7HE48_5,2005,Dodge,Dakota
1D7HW22_5,2005,Dodge,Dakota
1D7HW42_5,2005,Dodge,Dakota
1D7HE22_6,2006,Dodge,Dakota
1D7HE28_6,2006,Dodge,Dakota
1D7HE48_6,2006,Dodge,Dakota
1D7HW48_6,2006,Dodge,Dakota
1D7HW22_7,2007,Dodge,Dakota
1D7HW48_7,2007,Dodge,Dakota
1C3CDFB_D,2013,Dodge,Dart
1C3CDFC_D,2013,Dodge,Dart
1C3CDFB_E,2014,Dodge,Dart
1C3CDFB_F,2015,Dodge,Dart
1C3CDFC_F,2015,Dodge,Dart
1C3CDFB_G,2016,Dodge,Dart
1C3CDFE_G,2016,Dodge,Dart
1B4HS28_W,1998,Dodge,Durango
1B4HR28_X,1999,Dodge,Durango
1B4HS28_1,2001,Dodge,Durango
1B4HR38_2,2002,Dodge,Durango
1B4HR48_2,2002,Dodge,Durango
1B4HS58_2,2002,Dodge,Durango
1D4HR48_3,2003,Dodge,Durango
1D4HR58_3,2003,Dodge,Durango
1D4HS48_3,2003,Dodge,Durango
1D8HR58_3,2003,Dodge,Durango
1D4HB48_4,2004,Dodge,Durango
1D4HD38_4,2004,Dodge,Durango
1D8HD58_4,2004,Dodge,Durango
1D4HB58_5,2005,Dodge,Durango
1D4HD38_6,2006,Dodge,Durango
1D4HD48_6,2006,Dodge,Durango
1D8HB48_7,2007,Dodge,Durango
1D8HB58_7,2007,Dodge,Durango
1D8HD48_8,2008,Dodge,Durango
1D8HD58_8,2008,Dodge,Durango
1D4RD2G_B,2011,Dodge,Durango
1C4RDHD_E,2014,Dodge,Durango
1C4RDHA_F,2015,Dodge,Durango
1C4RDHE_G,2016,Dodge,Durango
1C4RDJD_G,2016,Dodge,Durango
2B4GP44_W,1998,Dodge,Grand Caravan
2B4GP44_X,1999,Dodge,Grand Caravan
1B4GP44_Y,2000,Dodge,Grand Caravan
2B8GP44_1,2001,Dodge,Grand Caravan
2D4GP44_5,2005,Dodge,Grand Caravan
1D4GP24_6,2006,Dodge,Grand Caravan
2D4GP44_6,2006,Dodge,Grand Caravan
2D8GP44_6,2006,Dodge,Grand Caravan
1D4GP24_7,2007,Dodge,Grand Caravan
2D4GP44_7,2007,Dodge,Grand Caravan
1D8HN44_8,2008,Dodge,Grand Caravan
1D8HN54_8,2008,Dodge,Grand Caravan
2D8HN54_8,2008,Dodge,Grand Caravan
2D4RN3D_A,2010,Dodge,Grand Caravan
2D4RN4D_A,2010,Dodge,Grand Caravan
2D4RN5D_A,2010,Dodge,Grand Caravan
2D4RN4D_B,2011,Dodge,Grand Caravan
2D4RN5D_B,2011,Dodge,Grand Caravan
2C4RDGC_C,2012,Dodge,Grand Caravan
2C4RDGD_C,2012,Dodge,Grand Caravan
2C4RDGC_D,2013,Dodge,Grand Caravan
2C4RDGB_E,2014,Dodge,Grand Caravan
2C4RDGC_E,2014,Dodge,Grand Caravan
2C4RDGE_E,2014,Dodge,Grand Caravan
2C4RDGC_F,2015,Dodge,Grand Caravan
2C4RDGC_G,2016,Dodge,Grand Caravan
2C4RDGE_G,2016,Dodge,Grand Caravan
2B3HD46_1,2001,Dodge,Intrepid
3D4GG47_9,2009,Dodge,Journey
3D4GG57_9,2009,Dodge,Journey
3D4PG5F_A,2010,Dodge,Journey
3D4PH5F_A,2010,Dodge,Journey
3C4PDCA_C,2012,Dodge,Journey
3C4PDCA_E,2014,Dodge,Journey
3C4PDCE_E,2014,Dodge,Journey
3C4PDDD_E,2014,Dodge,Journey
3C4PDCA_F,2015,Dodge,Journey
3C4PDCB_F,2015,Dodge,Journey
3C4PDCB_G,2016,Dodge,Journey
3C4PDDB_G,2016,Dodge,Journey
2D8GV58_5,2005,Dodge,Magnum
2D4GV57_6,2006,Dodge,Magnum
2D4FV47_7,2007,Dodge,Magnum
2D4FV47_8,2008,Dodge,Magnum
1B3ES46_2,2002,Dodge,Neon
1B3ES56_2,2002,Dodge,Neon
1B3ES56_3,2003,Dodge,Neon
1B3ES26_4,2004,Dodge,Neon
1B3ES56_4,2004,Dodge,Neon
1B3ES66_4,2004,Dodge,Neon
1B3ES56_5,2005,Dodge,Neon
1B3ES66_5,2005,Dodge,Neon
1D8GT28_7,2007,Dodge,Nitro
1D8GT58_7,2007,Dodge,Nitro
1D8GT28_8,2008,Dodge,Nitro
1D4PT5G_A,2010,Dodge,Nitro
1D4PU2G_A,2010,Dodge,Nitro
1D4PT2G_B,2011,Dodge,Nitro
1D4PT4G_B,2011,Dodge,Nitro
1B7FD14_G,1986,Dodge,Ram 150
1B7HF13_T,1996,Dodge,Ram 1500
1B7HF16_T,1996,Dodge,Ram 1500
3B7HC13_V,1997,Dodge,Ram 1500
1B7HC13_W,1998,Dodge,Ram 1500
1B7HC16_W,1998,Dodge,Ram 1500
3B7HF13_W,1998,Dodge,Ram 1500
1B7HC16_X,1999,Dodge,Ram 1500
3B7HC13_X,1999,Dodge,Ram 1500
1B7HC13_Y,2000,Dodge,Ram 1500
1B7HC16_1,2001,Dodge,Ram 1500
3B7HF13_1,2001,Dodge,Ram 1500
1B7HU18_2,2002,Dodge,Ram 1500
1D3HU18_2,2002,Dodge,Ram 1500
1D7HA16_2,2002,Dodge,Ram 1500
1D7HA18_2,2002,Dodge,Ram 1500
1D7HU16_2,2002,Dodge,Ram 1500
3D7HA18_2,2002,Dodge,Ram 1500
3D7HU18_2,2002,Dodge,Ram 1500
1D7HA16_3,2003,Dodge,Ram 1500
1D7HA18_3,2003,Dodge,Ram 1500
1D7HU18_3,2003,Dodge,Ram 1500
1D7HA16_4,2004,Dodge,Ram 1500
1D7HA18_4,2004,Dodge,Ram 1500
1D7HU18_4,2004,Dodge,Ram 1500
1D7HA16_5,2005,Dodge,Ram 1500
1D7HU16_5,2005,Dodge,Ram 1500
1D7HU18_5,2005,Dodge,Ram 1500
3D7HA18_5,2005,Dodge,Ram 1500
1D7HA16_6,2006,Dodge,Ram 1500
1D7HA18_6,2006,Dodge,Ram 1500
1D7HU16_6,2006,Dodge,Ram 1500
1D7HU18_6,2006,Dodge,Ram 1500
1D7HA16_7,2007,Dodge,Ram 1500
1D7HA18_7,2007,Dodge,Ram 1500
1D7HU16_7,2007,Dodge,Ram 1500
1D7HA18_8,2008,Dodge,Ram 1500
1D7HU18_8,2008,Dodge,Ram 1500
1D3HB13_9,2009,Dodge,Ram 1500
1D3HB16_9,2009,Dodge,Ram 1500
1D3HV18_9,2009,Dodge,Ram 1500
1D7RB1C_A,2010,Dodge,Ram 1500
1D7RB1G_A,2010,Dodge,Ram 1500
1D7RV1C_A,2010,Dodge,Ram 1500
1D7RV1G_A,2010,Dodge,Ram 1500
3B7KF23_V,1997,Dodge,Ram 2500
1B7KF23_X,1999,Dodge,Ram 2500
1B7KF23_1,2001,Dodge,Ram 2500
3D7KU28_3,2003,Dodge,Ram 2500
3D7KU28_4,2004,Dodge,Ram 2500
3D7KR28_5,2005,Dodge,Ram 2500
3D7KS28_5,2005,Dodge,Ram 2500
1D7KS28_6,2006,Dodge,Ram 2500
3D7KR29_6,2006,Dodge,Ram 2500
3D7KS28_6,2006,Dodge,Ram 2500
1D7KS28_7,2007,Dodge,Ram 2500
3D7KS28_7,2007,Dodge,Ram 2500
3D7KS29_7,2007,Dodge,Ram 2500
3D7KS28_8,2008,Dodge,Ram 2500
3B7MF33_T,1996,Dodge,Ram 3500
3D7MU48_3,2003,Dodge,Ram 3500
3D7MR48_5,2005,Dodge,Ram 3500
3D7ML49_6,2006,Dodge,Ram 3500
3D7MX48_6,2006,Dodge,Ram 3500
3D7MX48_7,2007,Dodge,Ram 3500
3D7MX49_9,2009,Dodge,Ram 3500
2B6LB31_X,1999,Dodge,Ram Van
2D6WB11_3,2003,Dodge,Ram Van
WD5PD64_4,2004,Dodge,Sprinter
WD0PD74_6,2006,Dodge,Sprinter
1B3EJ46_1,2001,Dodge,Stratus
1B3EL46_2,2002,Dodge,Stratus
1B3EL46_5,2005,Dodge,Stratus
1B3EL46_6,2006,Dodge,Stratus
4E3CT64_M,1991,Eagle,Talon
ZFFYT53_3,2003,Ferrari,360
ZFFUC15_F,1985,Ferrari,Mondial
3C3CFFA_C,2012,Fiat,500
3C3CFFA_D,2013,Fiat,500
YH4K14A_C,2012,Fisker,Karma
1FMEU15_R,1994,Ford,Bronco
1FMEU15_S,1995,Ford,Bronco
1FADP5B_F,2015,Ford,C-Max
2FAFP71_W,1998,Ford,Crown Victoria
2FAFP71_X,1999,Ford,Crown Victoria
2FAFP74_X,1999,Ford,Crown Victoria
2FAFP71_Y,2000,Ford,Crown Victoria
2FAFP74_Y,2000,Ford,Crown Victoria
2FAFP71_2,2002,Ford,Crown Victoria
2FAFP74_2,2002,Ford,Crown Victoria
2FAFP71_4,2004,Ford,Crown Victoria
2FAFP74_4,2004,Ford,Crown Victoria
2FAFP71_7,2007,Ford,Crown Victoria
2FAFP71_8,2008,Ford,Crown Victoria
2FAHP71_8,2008,Ford,Crown Victoria
2FAHP71_9,2009,Ford,Crown Victoria
2FABP7B_B,2011,Ford,Crown Victoria
1FDKE37_J,1988,Ford,Econoline
1FDEE14_S,1995,Ford,Econoline
1FTJE34_V,1997,Ford,Econoline
1FTRE14_X,1999,Ford,Econoline
1FTNE24_Y,2000,Ford,Econoline
1FDWE35_5,2005,Ford,Econoline
1FBNE31_7,2007,Ford,Econoline
1FTNS2E_B,2011,Ford,Econoline
1FTNE1E_D,2013,Ford,Econoline
1FTSS3E_D,2013,Ford,Econoline
1FBSS3B_E,2014,Ford,Econoline
2FMDK36_7,2007,Ford,Edge
2FMDK39_7,2007,Ford,Edge
2FMDK46_7,2007,Ford,Edge
2FMDK48_7,2007,Ford,Edge
2FMDK38_8,2008,Ford,Edge
2FMDK39_8,2008,Ford,Edge
2FMDK49_8,2008,Ford,Edge
2FMDK49_9,2009,Ford,Edge
2FMDK3A_A,2010,Ford,Edge
2FMDK3G_A,2010,Ford,Edge
2FMDK4K_A,2010,Ford,Edge
2FMDK3J_B,2011,Ford,Edge
2FMDK3K_B,2011,Ford,Edge
2FMDK4K_B,2011,Ford,Edge
2FMDK3A_D,2013,Ford,Edge
2FMDK3G_D,2013,Ford,Edge
2FMDK3J_D,2013,Ford,Edge
2FMDK3K_D,2013,Ford,Edge
2FMDK4K_D,2013,Ford,Edge
2FMDK3J_E,2014,Ford,Edge
2FMPK3K_G,2016,Ford,Edge
2FMPK4J_G,2016,Ford,Edge
1FMCU04_1,2001,Ford,Escape
1FMYU04_1,2001,Ford,Escape
1FMCU03_2,2002,Ford,Escape
1FMCU04_3,2003,Ford,Escape
1FMYU93_3,2003,Ford,Escape
1FMYU93_4,2004,Ford,Escape
1FMCU94_5,2005,Ford,Escape
1FMYU02_5,2005,Ford,Escape
1FMYU03_5,2005,Ford,Escape
1FMYU93_5,2005,Ford,Escape
1FMCU02_6,2006,Ford,Escape
1FMCU93_6,2006,Ford,Escape
1FMCU96_6,2006,Ford,Escape
1FMYU03_6,2006,Ford,Escape
1FMYU93_6,2006,Ford,Escape
1FMYU94_6,2006,Ford,Escape
1FMYU95_6,2006,Ford,Escape
1FMCU93_7,2007,Ford,Escape
1FMCU02_8,2008,Ford,Escape
1FMCU03_8,2008,Ford,Escape
1FMCU04_8,2008,Ford,Escape
1FMCU49_8,2008,Ford,Escape
1FMCU93_8,2008,Ford,Escape
1FMCU94_8,2008,Ford,Escape
1FMCU03_9,2009,Ford,Escape
1FMCU04_9,2009,Ford,Escape
1FMCU59_9,2009,Ford,Escape
1FMCU93_9,2009,Ford,Escape
1FMCU0C_A,2010,Ford,Escape
1FMCU0D_A,2010,Ford,Escape
1FMCU0E_A,2010,Ford,Escape
1FMCU4K_A,2010,Ford,Escape
1FMCU0D_B,2011,Ford,Escape
1FMCU0E_B,2011,Ford,Escape
1FMCU0C_C,2012,Ford,Escape
1FMCU0D_C,2012,Ford,Escape
1FMCU0E_C,2012,Ford,Escape
1FMCU9D_C,2012,Ford,Escape
1FMCU0F_D,2013,Ford,Escape
1FMCU0G_D,2013,Ford,Escape
1FMCU9G_D,2013,Ford,Escape
1FMCU9H_D,2013,Ford,Escape
1FMCU0G_E,2014,Ford,Escape
1FMCU0J_E,2014,Ford,Escape
1FMCU9J_E,2014,Ford,Escape
1FMCU0F_F,2015,Ford,Escape
1FMCU0G_F,2015,Ford,Escape
1FMCU0J_F,2015,Ford,Escape
1FMCU9G_F,2015,Ford,Escape
1FMCU0G_G,2016,Ford,Escape
1FALP13_V,1997,Ford,Escort
3FAKP11_X,1999,Ford,Escort
1FMNU41_Y,2000,Ford,Excursion
1FMNU43_Y,2000,Ford,Excursion
1FMSU43_Y,2000,Ford,Excursion
1FMNU40_1,2001,Ford,Excursion
1FMNU41_1,2001,Ford,Excursion
1FMNU40_3,2003,Ford,Excursion
1FMNU41_3,2003,Ford,Excursion
1FMSU43_5,2005,Ford,Excursion
1FMPU18_W,1998,Ford,Expedition
1FMRU17_W,1998,Ford,Expedition
1FMRU17_X,1999,Ford,Expedition
1FMPU16_Y,2000,Ford,Expedition
1FMRU15_1,2001,Ford,Expedition
1FMPU18_2,2002,Ford,Expedition
1FMRU15_2,2002,Ford,Expedition
1FMFU17_3,2003,Ford,Expedition
1FMFU18_3,2003,Ford,Expedition
1FMRU15_3,2003,Ford,Expedition
1FMEU15_4,2004,Ford,Expedition
1FMEU17_4,2004,Ford,Expedition
1FMFU17_4,2004,Ford,Expedition
1FMRU15_4,2004,Ford,Expedition
1FMFU19_5,2005,Ford,Expedition
1FMPU15_5,2005,Ford,Expedition
1FMPU17_5,2005,Ford,Expedition
1FMFU15_6,2006,Ford,Expedition
1FMFU17_6,2006,Ford,Expedition
1FMPU13_6,2006,Ford,Expedition
1FMPU15_6,2006,Ford,Expedition
1FMPU17_6,2006,Ford,Expedition
1FMPU20_6,2006,Ford,Expedition
1FMFU15_7,2007,Ford,Expedition
1FMFU17_7,2007,Ford,Expedition
1FMFU19_7,2007,Ford,Expedition
1FMFU17_8,2008,Ford,Expedition
1FMFU20_8,2008,Ford,Expedition
1FMFU16_9,2009,Ford,Expedition
1FMFU17_9,2009,Ford,Expedition
1FMJU1J_A,2010,Ford,Expedition
1FMJU1H_B,2011,Ford,Expedition
1FMJU1H_D,2013,Ford,Expedition
1FMJU1J_F,2015,Ford,Expedition
1FMFK17_7,2007,Ford,Expedition EL
1FMFK18_7,2007,Ford,Expedition EL
1FMFK17_8,2008,Ford,Expedition EL
1FMFK19_8,2008,Ford,Expedition EL
1FMFK19_9,2009,Ford,Expedition EL
1FMJK2A_A,2010,Ford,Expedition EL
1FMJK1H_B,2011,Ford,Expedition EL
1FMJK1K_B,2011,Ford,Expedition EL
1FMJK1G_D,2013,Ford,Expedition EL
1FMJK1J_F,2015,Ford,Expedition EL
1FMJK1M_F,2015,Ford,Expedition EL
1FMDU34_S,1995,Ford,Explorer
1FMDU34_T,1996,Ford,Explorer
1FMDU35_T,1996,Ford,Explorer
1FMDU34_V,1997,Ford,Explorer
1FMZU34_W,1998,Ford,Explorer
1FMZU32_X,1999,Ford,Explorer
1FMDU64_Y,2000,Ford,Explorer
1FMDU74_Y,2000,Ford,Explorer
1FMZU63_Y,2000,Ford,Explorer
1FMZU84_Y,2000,Ford,Explorer
1FMYU60_1,2001,Ford,Explorer
1FMZU63_2,2002,Ford,Explorer
1FMZU73_2,2002,Ford,Explorer
1FMZU74_2,2002,Ford,Explorer
1FMDU75_3,2003,Ford,Explorer
1FMYU60_3,2003,Ford,Explorer
1FMZU62_3,2003,Ford,Explorer
1FMZU63_3,2003,Ford,Explorer
1FMZU64_3,2003,Ford,Explorer
1FMZU73_3,2003,Ford,Explorer
1FMDU73_4,2004,Ford,Explorer
1FMDU75_4,2004,Ford,Explorer
1FMZU62_4,2004,Ford,Explorer
1FMZU63_4,2004,Ford,Explorer
1FMZU64_4,2004,Ford,Explorer
1FMZU65_4,2004,Ford,Explorer
1FMZU73_4,2004,Ford,Explorer
1FMDU74_5,2005,Ford,Explorer
1FMZU62_5,2005,Ford,Explorer
1FMZU64_5,2005,Ford,Explorer
1FMZU73_5,2005,Ford,Explorer
1FMEU62_6,2006,Ford,Explorer
1FMEU63_6,2006,Ford,Explorer
1FMEU73_6,2006,Ford,Explorer
1FMEU75_6,2006,Ford,Explorer
1FMEU63_7,2007,Ford,Explorer
1FMEU64_7,2007,Ford,Explorer
1FMEU65_7,2007,Ford,Explorer
1FMEU73_7,2007,Ford,Explorer
1FMEU74_7,2007,Ford,Explorer
1FMEU63_8,2008,Ford,Explorer
1FMEU64_8,2008,Ford,Explorer
1FMEU73_8,2008,Ford,Explorer
1FMEU75_9,2009,Ford,Explorer
1FMEU6E_A,2010,Ford,Explorer
1FMEU7D_A,2010,Ford,Explorer
1FMHK7D_B,2011,Ford,Explorer
1FM5K7D_D,2013,Ford,Explorer
1FM5K7F_D,2013,Ford,Explorer
1FM5K8B_D,2013,Ford,Explorer
1FM5K8D_D,2013,Ford,Explorer
1FM5K8G_D,2013,Ford,Explorer
1FM5K8D_E,2014,Ford,Explorer
1FM5K7D_F,2015,Ford,Explorer
1FM5K7F_F,2015,Ford,Explorer
1FM5K7F_G,2016,Ford,Explorer
1FM5K8D_G,2016,Ford,Explorer
1FM5K8F_G,2016,Ford,Explorer
1FMZU67_2,2002,Ford,Explorer Sport Trac
1FMZU77_2,2002,Ford,Explorer Sport Trac
1FMZU77_3,2003,Ford,Explorer Sport Trac
1FMDU77_4,2004,Ford,Explorer Sport Trac
1FMZU67_4,2004,Ford,Explorer Sport Trac
1FMZU77_4,2004,Ford,Explorer Sport Trac
1FMDU67_5,2005,Ford,Explorer Sport Trac
1FMZU67_5,2005,Ford,Explorer Sport Trac
1FMEU31_7,2007,Ford,Explorer Sport Trac
1FMEU33_7,2007,Ford,Explorer Sport Trac
1FMEU51_7,2007,Ford,Explorer Sport Trac
1FMEU53_7,2007,Ford,Explorer Sport Trac
1FMEU31_8,2008,Ford,Explorer Sport Trac
1FMEU33_8,2008,Ford,Explorer Sport Trac
1FMEU3B_A,2010,Ford,Explorer Sport Trac
1FTEF14_J,1988,Ford,F-150
1FTEF15_J,1988,Ford,F-150
1FTDF15_K,1989,Ford,F-150
1FTDF15_R,1994,Ford,F-150
1FTEF15_R,1994,Ford,F-150
1FTEF15_S,1995,Ford,F-150
1FTEX15_S,1995,Ford,F-150
1FTEX15_T,1996,Ford,F-150
1FTDX08_V,1997,Ford,F-150
1FTEF18_V,1997,Ford,F-150
1FTZF17_W,1998,Ford,F-150
1FTZX17_W,1998,Ford,F-150
1FTZX18_W,1998,Ford,F-150
1FTRF18_X,1999,Ford,F-150
1FTRX17_X,1999,Ford,F-150
1FTRX18_X,1999,Ford,F-150
1FTZF17_X,1999,Ford,F-150
1FTZF18_X,1999,Ford,F-150
2FTRX17_X,1999,Ford,F-150
2FTZX07_X,1999,Ford,F-150
2FTRX17_Y,2000,Ford,F-150
1FTRF08_1,2001,Ford,F-150
1FTRW07_1,2001,Ford,F-150
1FTRW08_1,2001,Ford,F-150
1FTRW07_2,2002,Ford,F-150
1FTRW08_2,2002,Ford,F-150
1FTRX17_2,2002,Ford,F-150
1FTRX18_2,2002,Ford,F-150
2FTRX08_2,2002,Ford,F-150
1FTRF17_3,2003,Ford,F-150
1FTRW07_3,2003,Ford,F-150
1FTRW08_3,2003,Ford,F-150
1FTRX17_3,2003,Ford,F-150
1FTRX18_3,2003,Ford,F-150
2FTRF07_3,2003,Ford,F-150
2FTRX18_3,2003,Ford,F-150
1FTPW12_4,2004,Ford,F-150
1FTPW14_4,2004,Ford,F-150
1FTPX12_4,2004,Ford,F-150
1FTPX14_4,2004,Ford,F-150
1FTRF12_4,2004,Ford,F-150
1FTRW12_4,2004,Ford,F-150
1FTRX12_4,2004,Ford,F-150
1FTRX14_4,2004,Ford,F-150
2FTRF07_4,2004,Ford,F-150
2FTRF17_4,2004,Ford,F-150
1FTPW12_5,2005,Ford,F-150
1FTPW14_5,2005,Ford,F-150
1FTPX04_5,2005,Ford,F-150
1FTPX12_5,2005,Ford,F-150
1FTPX14_5,2005,Ford,F-150
1FTRF02_5,2005,Ford,F-150
1FTRF04_5,2005,Ford,F-150
1FTRF12_5,2005,Ford,F-150
1FTRX12_5,2005,Ford,F-150
1FTPW12_6,2006,Ford,F-150
1FTPW14_6,2006,Ford,F-150
1FTPX02_6,2006,Ford,F-150
1FTPX04_6,2006,Ford,F-150
1FTPX12_6,2006,Ford,F-150
1FTPX14_6,2006,Ford,F-150
1FTRF12_6,2006,Ford,F-150
1FTRF14_6,2006,Ford,F-150
1FTRX12_6,2006,Ford,F-150
1FTVX14_6,2006,Ford,F-150
1FTPW12_7,2007,Ford,F-150
1FTPW14_7,2007,Ford,F-150
1FTPX12_7,2007,Ford,F-150
1FTPX14_7,2007,Ford,F-150
1FTRF02_7,2007,Ford,F-150
1FTRF12_7,2007,Ford,F-150
1FTRX12_7,2007,Ford,F-150
1FTPW12_8,2008,Ford,F-150
1FTPW14_8,2008,Ford,F-150
1FTPX14_8,2008,Ford,F-150
1FTRF12_8,2008,Ford,F-150
1FTRW12_8,2008,Ford,F-150
1FTRX12_8,2008,Ford,F-150
1FTVF12_8,2008,Ford,F-150
1FTPW12_9,2009,Ford,F-150
1FTPW14_9,2009,Ford,F-150
1FTRF12_9,2009,Ford,F-150
1FTRX12_9,2009,Ford,F-150
1FTRX14_9,2009,Ford,F-150
1FTEW1C_A,2010,Ford,F-150
1FTEX1C_A,2010,Ford,F-150
1FTEX1E_A,2010,Ford,F-150
1FTFW1C_A,2010,Ford,F-150
1FTFW1E_A,2010,Ford,F-150
1FTNF1C_A,2010,Ford,F-150
1FTEW1C_B,2011,Ford,F-150
1FTEX1C_B,2011,Ford,F-150
1FTFW1C_B,2011,Ford,F-150
1FTFW1E_B,2011,Ford,F-150
1FTFX1C_B,2011,Ford,F-150
1FTFX1E_B,2011,Ford,F-150
1FTEW1C_C,2012,Ford,F-150
1FTEX1C_C,2012,Ford,F-150
1FTFW1C_C,2012,Ford,F-150
1FTFW1E_C,2012,Ford,F-150
1FTFX1C_C,2012,Ford,F-150
1FTFX1E_C,2012,Ford,F-150
1FTNF1E_C,2012,Ford,F-150
1FTEW1C_D,2013,Ford,F-150
1FTFW1C_D,2013,Ford,F-150
1FTFW1E_D,2013,Ford,F-150
1FTFW1R_D,2013,Ford,F-150
1FTFX1C_D,2013,Ford,F-150
